,ID,NAME,TYPE_ONE,TYPE_TWO,FAST_MOVE,FAST_MOVE_POWER,FAST_MOVE_TYPE,FAST_ENERGY_BOOST,FAST_MOVE_DURATION,CHARGE_MOVE,CHARGE_MOVE_POWER,CHARGED_MOVE_TYPE,CHARGE_MOVE_ENERGY_COST,CHARGE_MOVE_DURATION,DAMAGE WINDOW START
4499,0159,Croconaw,Water,,Scratch,6.0,Normal,4.0,0.5,Ice Punch,50.0,Ice,33.0,1.9,1.3
4498,0159,Croconaw,Water,,Scratch,6.0,Normal,4.0,0.5,Water Pulse,70.0,Water,50.0,3.2,2.2
4497,0159,Croconaw,Water,,Water Gun,5.0,Water,5.0,0.5,Crunch,70.0,Dark,33.0,3.2,1.3
4496,0159,Croconaw,Water,,Scratch,6.0,Normal,4.0,0.5,Crunch,70.0,Dark,33.0,3.2,1.3
4495,0159,Croconaw,Water,,Water Gun,5.0,Water,5.0,0.5,Ice Punch,50.0,Ice,33.0,1.9,1.3
4494,0159,Croconaw,Water,,Scratch,6.0,Normal,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
4493,0159,Croconaw,Water,,Water Gun,5.0,Water,5.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
4500,0159,Shadow Croconaw,Water,,Water Gun,5.0,Water,5.0,0.5,Crunch,70.0,Dark,33.0,3.2,1.3
4531,0160,Feraligatr,Water,,Ice Fang,12.0,Ice,20.0,1.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
4533,0160,Feraligatr,Water,,Ice Fang,12.0,Ice,20.0,1.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
4534,0160,Feraligatr,Water,,Waterfall,16.0,Water,8.0,1.2,Hydro Pump,130.0,Water,100.0,3.3,0.9
4535,0160,Feraligatr,Water,,Waterfall,16.0,Water,8.0,1.2,Crunch,70.0,Dark,33.0,3.2,1.3
4536,0160,Feraligatr,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
4537,0160,Shadow Feraligatr,Water,,Water Gun,5.0,Water,5.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
4538,0160,Shadow Feraligatr,Water,,Bite,6.0,Dark,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
4539,0160,Shadow Feraligatr,Water,,Ice Fang,12.0,Ice,20.0,1.5,Frustration,10.0,Normal,33.0,2.0,1.0
4543,0160,Shadow Feraligatr,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
4541,0160,Shadow Feraligatr,Water,,Water Gun,5.0,Water,5.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
4542,0160,Shadow Feraligatr,Water,,Ice Fang,12.0,Ice,20.0,1.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
4544,0160,Shadow Feraligatr,Water,,Ice Fang,12.0,Ice,20.0,1.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
4545,0160,Shadow Feraligatr,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
4546,0160,Shadow Feraligatr,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
4547,0160,Shadow Feraligatr,Water,,Waterfall,16.0,Water,8.0,1.2,Hydro Pump,130.0,Water,100.0,3.3,0.9
4548,0160,Shadow Feraligatr,Water,,Waterfall,16.0,Water,8.0,1.2,Ice Beam,90.0,Ice,50.0,3.3,1.3
4530,0160,Feraligatr,Water,,Ice Fang,12.0,Ice,20.0,1.5,Crunch,70.0,Dark,33.0,3.2,1.3
4540,0160,Feraligatr,Water,,Waterfall,16.0,Water,8.0,1.2,Ice Beam,90.0,Ice,50.0,3.3,1.3
4529,0160,Feraligatr,Water,,Waterfall,16.0,Water,8.0,1.2,Return,35.0,Normal,33.0,0.7,0.1
4532,0160,Shadow Feraligatr,Water,,Waterfall,16.0,Water,8.0,1.2,Hydro Cannon,90.0,Water,50.0,1.9,0.5
4527,0160,Feraligatr,Water,,Water Gun,5.0,Water,5.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
4509,0160,Shadow Feraligatr,Water,,Ice Fang,12.0,Ice,20.0,1.5,Crunch,70.0,Dark,33.0,3.2,1.3
4510,0160,Shadow Feraligatr,Water,,Bite,6.0,Dark,4.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
4511,0160,Shadow Feraligatr,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
4512,0160,Shadow Feraligatr,Water,,Water Gun,5.0,Water,5.0,0.5,Crunch,70.0,Dark,33.0,3.2,1.3
4513,0160,Shadow Feraligatr,Water,,Ice Fang,12.0,Ice,20.0,1.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
4514,0160,Feraligatr,Water,,Ice Fang,12.0,Ice,20.0,1.5,Return,35.0,Normal,33.0,0.7,0.1
4515,0160,Feraligatr,Water,,Water Gun,5.0,Water,5.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
4516,0160,Shadow Feraligatr,Water,,Bite,6.0,Dark,4.0,0.5,Crunch,70.0,Dark,33.0,3.2,1.3
4517,0160,Feraligatr,Water,,Waterfall,16.0,Water,8.0,1.2,Hydro Cannon,90.0,Water,50.0,1.9,0.5
4528,0160,Feraligatr,Water,,Bite,6.0,Dark,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
4519,0160,Feraligatr,Water,,Water Gun,5.0,Water,5.0,0.5,Crunch,70.0,Dark,33.0,3.2,1.3
4520,0160,Shadow Feraligatr,Water,,Waterfall,16.0,Water,8.0,1.2,Frustration,10.0,Normal,33.0,2.0,1.0
4521,0160,Feraligatr,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
4522,0160,Shadow Feraligatr,Water,,Waterfall,16.0,Water,8.0,1.2,Crunch,70.0,Dark,33.0,3.2,1.3
4523,0160,Feraligatr,Water,,Bite,6.0,Dark,4.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
4524,0160,Feraligatr,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
4518,0160,Feraligatr,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
4525,0160,Feraligatr,Water,,Bite,6.0,Dark,4.0,0.5,Crunch,70.0,Dark,33.0,3.2,1.3
4526,0160,Feraligatr,Water,,Ice Fang,12.0,Ice,20.0,1.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
4553,0161,Sentret,Normal,,Scratch,6.0,Normal,4.0,0.5,Brick Break,40.0,Fighting,33.0,1.6,0.8
4552,0161,Sentret,Normal,,Scratch,6.0,Normal,4.0,0.5,Grass Knot,90.0,Grass,50.0,2.6,1.7
4554,0161,Sentret,Normal,,Quick Attack,8.0,Normal,10.0,0.8,Brick Break,40.0,Fighting,33.0,1.6,0.8
4550,0161,Sentret,Normal,,Scratch,6.0,Normal,4.0,0.5,Dig,100.0,Ground,50.0,4.7,2.8
4551,0161,Sentret,Normal,,Quick Attack,8.0,Normal,10.0,0.8,Grass Knot,90.0,Grass,50.0,2.6,1.7
4549,0161,Sentret,Normal,,Quick Attack,8.0,Normal,10.0,0.8,Dig,100.0,Ground,50.0,4.7,2.8
4555,0162,Furret,Normal,,Quick Attack,8.0,Normal,10.0,0.8,Brick Break,40.0,Fighting,33.0,1.6,0.8
4556,0162,Furret,Normal,,Sucker Punch,7.0,Dark,8.0,0.7,Dig,100.0,Ground,50.0,4.7,2.8
4557,0162,Furret,Normal,,Quick Attack,8.0,Normal,10.0,0.8,Dig,100.0,Ground,50.0,4.7,2.8
4558,0162,Furret,Normal,,Sucker Punch,7.0,Dark,8.0,0.7,Brick Break,40.0,Fighting,33.0,1.6,0.8
4559,0162,Furret,Normal,,Sucker Punch,7.0,Dark,8.0,0.7,Hyper Beam,150.0,Normal,100.0,3.8,3.3
4560,0162,Furret,Normal,,Quick Attack,8.0,Normal,10.0,0.8,Hyper Beam,150.0,Normal,100.0,3.8,3.3
4561,0163,Hoothoot,Normal,Flying,Peck,10.0,Flying,10.0,1.0,Aerial Ace,55.0,Flying,33.0,2.4,1.9
4562,0163,Hoothoot,Normal,Flying,Peck,10.0,Flying,10.0,1.0,Night Shade,60.0,Ghost,50.0,2.6,2.1
4563,0163,Hoothoot,Normal,Flying,Feint Attack,10.0,Dark,9.0,0.9,Sky Attack,80.0,Flying,50.0,2.0,1.5
4564,0163,Hoothoot,Normal,Flying,Peck,10.0,Flying,10.0,1.0,Sky Attack,80.0,Flying,50.0,2.0,1.5
4565,0163,Hoothoot,Normal,Flying,Feint Attack,10.0,Dark,9.0,0.9,Aerial Ace,55.0,Flying,33.0,2.4,1.9
4566,0163,Hoothoot,Normal,Flying,Feint Attack,10.0,Dark,9.0,0.9,Night Shade,60.0,Ghost,50.0,2.6,2.1
4572,0164,Noctowl,Normal,Flying,Extrasensory,12.0,Psychic,12.0,1.1,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
4573,0164,Noctowl,Normal,Flying,Wing Attack,8.0,Flying,9.0,0.8,Sky Attack,80.0,Flying,50.0,2.0,1.5
4574,0164,Noctowl,Normal,Flying,Extrasensory,12.0,Psychic,12.0,1.1,Psychic,90.0,Psychic,50.0,2.8,1.3
4571,0164,Noctowl,Normal,Flying,Extrasensory,12.0,Psychic,12.0,1.1,Night Shade,60.0,Ghost,50.0,2.6,2.1
4569,0164,Noctowl,Normal,Flying,Wing Attack,8.0,Flying,9.0,0.8,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
4568,0164,Noctowl,Normal,Flying,Wing Attack,8.0,Flying,9.0,0.8,Night Shade,60.0,Ghost,50.0,2.6,2.1
4567,0164,Noctowl,Normal,Flying,Wing Attack,8.0,Flying,9.0,0.8,Psychic,90.0,Psychic,50.0,2.8,1.3
4570,0164,Noctowl,Normal,Flying,Extrasensory,12.0,Psychic,12.0,1.1,Sky Attack,80.0,Flying,50.0,2.0,1.5
4586,0165,Shadow Ledyba,Bug,Flying,Bug Bite,5.0,Bug,6.0,0.5,Silver Wind,70.0,Bug,33.0,3.7,1.7
4585,0165,Ledyba,Bug,Flying,Bug Bite,5.0,Bug,6.0,0.5,Silver Wind,70.0,Bug,33.0,3.7,1.7
4584,0165,Shadow Ledyba,Bug,Flying,Bug Bite,5.0,Bug,6.0,0.5,Swift,60.0,Normal,50.0,2.8,2.0
4583,0165,Shadow Ledyba,Bug,Flying,Tackle,5.0,Normal,5.0,0.5,Silver Wind,70.0,Bug,33.0,3.7,1.7
4581,0165,Ledyba,Bug,Flying,Tackle,5.0,Normal,5.0,0.5,Swift,60.0,Normal,50.0,2.8,2.0
4582,0165,Shadow Ledyba,Bug,Flying,Bug Bite,5.0,Bug,6.0,0.5,Aerial Ace,55.0,Flying,33.0,2.4,1.9
4579,0165,Ledyba,Bug,Flying,Bug Bite,5.0,Bug,6.0,0.5,Swift,60.0,Normal,50.0,2.8,2.0
4578,0165,Ledyba,Bug,Flying,Tackle,5.0,Normal,5.0,0.5,Silver Wind,70.0,Bug,33.0,3.7,1.7
4577,0165,Ledyba,Bug,Flying,Bug Bite,5.0,Bug,6.0,0.5,Aerial Ace,55.0,Flying,33.0,2.4,1.9
4576,0165,Shadow Ledyba,Bug,Flying,Tackle,5.0,Normal,5.0,0.5,Aerial Ace,55.0,Flying,33.0,2.4,1.9
4575,0165,Shadow Ledyba,Bug,Flying,Tackle,5.0,Normal,5.0,0.5,Swift,60.0,Normal,50.0,2.8,2.0
4580,0165,Ledyba,Bug,Flying,Tackle,5.0,Normal,5.0,0.5,Aerial Ace,55.0,Flying,33.0,2.4,1.9
4596,0166,Ledian,Bug,Flying,Struggle Bug,15.0,Bug,15.0,1.5,Bug Buzz,90.0,Bug,50.0,3.7,2.0
4601,0166,Ledian,Bug,Flying,Bug Bite,5.0,Bug,6.0,0.5,Silver Wind,70.0,Bug,33.0,3.7,1.7
4600,0166,Ledian,Bug,Flying,Bug Bite,5.0,Bug,6.0,0.5,Aerial Ace,55.0,Flying,33.0,2.4,1.9
4599,0166,Ledian,Bug,Flying,Struggle Bug,15.0,Bug,15.0,1.5,Aerial Ace,55.0,Flying,33.0,2.4,1.9
4598,0166,Ledian,Bug,Flying,Bug Bite,5.0,Bug,6.0,0.5,Bug Buzz,90.0,Bug,50.0,3.7,2.0
4597,0166,Ledian,Bug,Flying,Bug Bite,5.0,Bug,6.0,0.5,Dynamic Punch,90.0,Fighting,50.0,2.7,1.2
4602,0166,Shadow Ledian,Bug,Flying,Struggle Bug,15.0,Bug,15.0,1.5,Bug Buzz,90.0,Bug,50.0,3.7,2.0
4595,0166,Ledian,Bug,Flying,Struggle Bug,15.0,Bug,15.0,1.5,Dynamic Punch,90.0,Fighting,50.0,2.7,1.2
4592,0166,Shadow Ledian,Bug,Flying,Struggle Bug,15.0,Bug,15.0,1.5,Silver Wind,70.0,Bug,33.0,3.7,1.7
4593,0166,Ledian,Bug,Flying,Struggle Bug,15.0,Bug,15.0,1.5,Silver Wind,70.0,Bug,33.0,3.7,1.7
4591,0166,Shadow Ledian,Bug,Flying,Bug Bite,5.0,Bug,6.0,0.5,Dynamic Punch,90.0,Fighting,50.0,2.7,1.2
4590,0166,Shadow Ledian,Bug,Flying,Bug Bite,5.0,Bug,6.0,0.5,Bug Buzz,90.0,Bug,50.0,3.7,2.0
4589,0166,Shadow Ledian,Bug,Flying,Bug Bite,5.0,Bug,6.0,0.5,Aerial Ace,55.0,Flying,33.0,2.4,1.9
4588,0166,Shadow Ledian,Bug,Flying,Bug Bite,5.0,Bug,6.0,0.5,Silver Wind,70.0,Bug,33.0,3.7,1.7
4587,0166,Shadow Ledian,Bug,Flying,Struggle Bug,15.0,Bug,15.0,1.5,Aerial Ace,55.0,Flying,33.0,2.4,1.9
4594,0166,Shadow Ledian,Bug,Flying,Struggle Bug,15.0,Bug,15.0,1.5,Dynamic Punch,90.0,Fighting,50.0,2.7,1.2
4608,0167,Spinarak,Bug,Poison,Bug Bite,5.0,Bug,6.0,0.5,Night Slash,50.0,Dark,33.0,2.2,1.3
4607,0167,Spinarak,Bug,Poison,Bug Bite,5.0,Bug,6.0,0.5,Signal Beam,75.0,Bug,50.0,2.9,1.8
4606,0167,Spinarak,Bug,Poison,Poison Sting,5.0,Poison,7.0,0.6,Cross Poison,40.0,Poison,33.0,1.5,0.9
4604,0167,Spinarak,Bug,Poison,Bug Bite,5.0,Bug,6.0,0.5,Cross Poison,40.0,Poison,33.0,1.5,0.9
4603,0167,Spinarak,Bug,Poison,Poison Sting,5.0,Poison,7.0,0.6,Night Slash,50.0,Dark,33.0,2.2,1.3
4605,0167,Spinarak,Bug,Poison,Poison Sting,5.0,Poison,7.0,0.6,Signal Beam,75.0,Bug,50.0,2.9,1.8
4615,0168,Ariados,Bug,Poison,Poison Sting,5.0,Poison,7.0,0.6,Trailblaze,65.0,Grass,50.0,2.0,1.2
4618,0168,Ariados,Bug,Poison,Infestation,10.0,Bug,14.0,1.1,Trailblaze,65.0,Grass,50.0,2.0,1.2
4617,0168,Ariados,Bug,Poison,Poison Sting,5.0,Poison,7.0,0.6,Cross Poison,40.0,Poison,33.0,1.5,0.9
4616,0168,Ariados,Bug,Poison,Infestation,10.0,Bug,14.0,1.1,Cross Poison,40.0,Poison,33.0,1.5,0.9
4614,0168,Ariados,Bug,Poison,Infestation,10.0,Bug,14.0,1.1,Megahorn,110.0,Bug,100.0,2.2,1.7
4609,0168,Ariados,Bug,Poison,Poison Sting,5.0,Poison,7.0,0.6,Lunge,55.0,Bug,33.0,2.9,2.4
4612,0168,Ariados,Bug,Poison,Infestation,10.0,Bug,14.0,1.1,Lunge,55.0,Bug,33.0,2.9,2.4
4611,0168,Ariados,Bug,Poison,Infestation,10.0,Bug,14.0,1.1,Shadow Sneak,50.0,Ghost,33.0,2.9,2.2
4610,0168,Ariados,Bug,Poison,Poison Sting,5.0,Poison,7.0,0.6,Megahorn,110.0,Bug,100.0,2.2,1.7
4613,0168,Ariados,Bug,Poison,Poison Sting,5.0,Poison,7.0,0.6,Shadow Sneak,50.0,Ghost,33.0,2.9,2.2
4642,0169,Crobat,Poison,Flying,Bite,6.0,Dark,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
4641,0169,Crobat,Poison,Flying,Air Slash,14.0,Flying,10.0,1.2,Air Cutter,60.0,Flying,50.0,2.7,1.8
4640,0169,Shadow Crobat,Poison,Flying,Bite,6.0,Dark,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
4638,0169,Shadow Crobat,Poison,Flying,Air Slash,14.0,Flying,10.0,1.2,Frustration,10.0,Normal,33.0,2.0,1.0
4637,0169,Shadow Crobat,Poison,Flying,Air Slash,14.0,Flying,10.0,1.2,Cross Poison,40.0,Poison,33.0,1.5,0.9
4636,0169,Shadow Crobat,Poison,Flying,Bite,6.0,Dark,4.0,0.5,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
4635,0169,Shadow Crobat,Poison,Flying,Bite,6.0,Dark,4.0,0.5,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
4634,0169,Shadow Crobat,Poison,Flying,Air Slash,14.0,Flying,10.0,1.2,Air Cutter,60.0,Flying,50.0,2.7,1.8
4633,0169,Shadow Crobat,Poison,Flying,Bite,6.0,Dark,4.0,0.5,Cross Poison,40.0,Poison,33.0,1.5,0.9
4632,0169,Shadow Crobat,Poison,Flying,Bite,6.0,Dark,4.0,0.5,Air Cutter,60.0,Flying,50.0,2.7,1.8
4631,0169,Shadow Crobat,Poison,Flying,Air Slash,14.0,Flying,10.0,1.2,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
4639,0169,Shadow Crobat,Poison,Flying,Bite,6.0,Dark,4.0,0.5,Poison Fang,35.0,Poison,33.0,1.7,0.9
4629,0169,Shadow Crobat,Poison,Flying,Air Slash,14.0,Flying,10.0,1.2,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
4628,0169,Crobat,Poison,Flying,Air Slash,14.0,Flying,10.0,1.2,Poison Fang,35.0,Poison,33.0,1.7,0.9
4627,0169,Crobat,Poison,Flying,Air Slash,14.0,Flying,10.0,1.2,Return,35.0,Normal,33.0,0.7,0.1
4626,0169,Crobat,Poison,Flying,Air Slash,14.0,Flying,10.0,1.2,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
4625,0169,Crobat,Poison,Flying,Bite,6.0,Dark,4.0,0.5,Air Cutter,60.0,Flying,50.0,2.7,1.8
4624,0169,Crobat,Poison,Flying,Bite,6.0,Dark,4.0,0.5,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
4623,0169,Crobat,Poison,Flying,Bite,6.0,Dark,4.0,0.5,Cross Poison,40.0,Poison,33.0,1.5,0.9
4622,0169,Crobat,Poison,Flying,Air Slash,14.0,Flying,10.0,1.2,Cross Poison,40.0,Poison,33.0,1.5,0.9
4621,0169,Crobat,Poison,Flying,Bite,6.0,Dark,4.0,0.5,Poison Fang,35.0,Poison,33.0,1.7,0.9
4620,0169,Crobat,Poison,Flying,Air Slash,14.0,Flying,10.0,1.2,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
4619,0169,Crobat,Poison,Flying,Bite,6.0,Dark,4.0,0.5,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
4630,0169,Shadow Crobat,Poison,Flying,Air Slash,14.0,Flying,10.0,1.2,Poison Fang,35.0,Poison,33.0,1.7,0.9
4648,0170,Chinchou,Water,Electric,Spark,6.0,Electric,9.0,0.7,Thunderbolt,80.0,Electric,50.0,2.5,1.8
4646,0170,Chinchou,Water,Electric,Spark,6.0,Electric,9.0,0.7,Bubble Beam,45.0,Water,33.0,1.9,1.45
4647,0170,Chinchou,Water,Electric,Bubble,12.0,Water,14.0,1.2,Water Pulse,70.0,Water,50.0,3.2,2.2
4644,0170,Chinchou,Water,Electric,Spark,6.0,Electric,9.0,0.7,Water Pulse,70.0,Water,50.0,3.2,2.2
4643,0170,Chinchou,Water,Electric,Bubble,12.0,Water,14.0,1.2,Bubble Beam,45.0,Water,33.0,1.9,1.45
4645,0170,Chinchou,Water,Electric,Bubble,12.0,Water,14.0,1.2,Thunderbolt,80.0,Electric,50.0,2.5,1.8
4660,0171,Lanturn,Water,Electric,Spark,6.0,Electric,9.0,0.7,Thunderbolt,80.0,Electric,50.0,2.5,1.8
4659,0171,Lanturn,Water,Electric,Spark,6.0,Electric,9.0,0.7,Hydro Pump,130.0,Water,100.0,3.3,0.9
4658,0171,Lanturn,Water,Electric,Charge Beam,8.0,Electric,15.0,1.1,Thunderbolt,80.0,Electric,50.0,2.5,1.8
4657,0171,Lanturn,Water,Electric,Spark,6.0,Electric,9.0,0.7,Thunder,100.0,Electric,100.0,2.4,1.2
4656,0171,Lanturn,Water,Electric,Charge Beam,8.0,Electric,15.0,1.1,Thunder,100.0,Electric,100.0,2.4,1.2
4655,0171,Lanturn,Water,Electric,Charge Beam,8.0,Electric,15.0,1.1,Surf,65.0,Water,50.0,1.7,1.4
4654,0171,Lanturn,Water,Electric,Water Gun,5.0,Water,5.0,0.5,Surf,65.0,Water,50.0,1.7,1.4
4652,0171,Lanturn,Water,Electric,Charge Beam,8.0,Electric,15.0,1.1,Hydro Pump,130.0,Water,100.0,3.3,0.9
4651,0171,Lanturn,Water,Electric,Water Gun,5.0,Water,5.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
4650,0171,Lanturn,Water,Electric,Water Gun,5.0,Water,5.0,0.5,Thunderbolt,80.0,Electric,50.0,2.5,1.8
4649,0171,Lanturn,Water,Electric,Spark,6.0,Electric,9.0,0.7,Surf,65.0,Water,50.0,1.7,1.4
4653,0171,Lanturn,Water,Electric,Water Gun,5.0,Water,5.0,0.5,Thunder,100.0,Electric,100.0,2.4,1.2
4665,0172,Pichu,Electric,,Thunder Shock,5.0,Electric,8.0,0.6,Thunder Punch,45.0,Electric,33.0,1.8,1.7
4666,0172,Pichu,Electric,,Quick Attack,8.0,Normal,10.0,0.8,Thunder Punch,45.0,Electric,33.0,1.8,1.7
4664,0172,Pichu,Electric,,Thunder Shock,5.0,Electric,8.0,0.6,Thunderbolt,80.0,Electric,50.0,2.5,1.8
4663,0172,Pichu,Electric,,Thunder Shock,5.0,Electric,8.0,0.6,Disarming Voice,70.0,Fairy,33.0,3.9,3.2
4662,0172,Pichu,Electric,,Quick Attack,8.0,Normal,10.0,0.8,Disarming Voice,70.0,Fairy,33.0,3.9,3.2
4661,0172,Pichu,Electric,,Quick Attack,8.0,Normal,10.0,0.8,Thunderbolt,80.0,Electric,50.0,2.5,1.8
4667,0173,Cleffa,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Psyshock,65.0,Psychic,33.0,2.7,2.0
4668,0173,Cleffa,Fairy,,Pound,7.0,Normal,6.0,0.6,Signal Beam,75.0,Bug,50.0,2.9,1.8
4669,0173,Cleffa,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Grass Knot,90.0,Grass,50.0,2.6,1.7
4670,0173,Cleffa,Fairy,,Pound,7.0,Normal,6.0,0.6,Body Slam,50.0,Normal,33.0,1.9,1.2
4671,0173,Cleffa,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Body Slam,50.0,Normal,33.0,1.9,1.2
4672,0173,Cleffa,Fairy,,Pound,7.0,Normal,6.0,0.6,Psychic,90.0,Psychic,50.0,2.8,1.3
4673,0173,Cleffa,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Signal Beam,75.0,Bug,50.0,2.9,1.8
4674,0173,Cleffa,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Psychic,90.0,Psychic,50.0,2.8,1.3
4675,0173,Cleffa,Fairy,,Pound,7.0,Normal,6.0,0.6,Psyshock,65.0,Psychic,33.0,2.7,2.0
4676,0173,Cleffa,Fairy,,Pound,7.0,Normal,6.0,0.6,Grass Knot,90.0,Grass,50.0,2.6,1.7
4684,0174,Igglybuff,Normal,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Psychic,90.0,Psychic,50.0,2.8,1.3
4683,0174,Igglybuff,Normal,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Body Slam,50.0,Normal,33.0,1.9,1.2
4682,0174,Igglybuff,Normal,Fairy,Pound,7.0,Normal,6.0,0.6,Body Slam,50.0,Normal,33.0,1.9,1.2
4681,0174,Igglybuff,Normal,Fairy,Pound,7.0,Normal,6.0,0.6,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
4680,0174,Igglybuff,Normal,Fairy,Pound,7.0,Normal,6.0,0.6,Wild Charge,90.0,Electric,50.0,2.6,1.7
4679,0174,Igglybuff,Normal,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Wild Charge,90.0,Electric,50.0,2.6,1.7
4678,0174,Igglybuff,Normal,Fairy,Pound,7.0,Normal,6.0,0.6,Psychic,90.0,Psychic,50.0,2.8,1.3
4677,0174,Igglybuff,Normal,Fairy,Feint Attack,10.0,Dark,9.0,0.9,Shadow Ball,100.0,Ghost,50.0,3.0,2.4
4714,0175,Togepi,Fairy,,Hidden Power (Grass),15.0,Grass,15.0,1.5,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
4715,0175,Togepi,Fairy,,Hidden Power (Flying),15.0,Flying,15.0,1.5,Ancient Power,70.0,Rock,33.0,3.5,2.85
4716,0175,Togepi,Fairy,,Hidden Power (Water),15.0,Water,15.0,1.5,Ancient Power,70.0,Rock,33.0,3.5,2.85
4717,0175,Togepi,Fairy,,Hidden Power (Dark),15.0,Dark,15.0,1.5,Psyshock,65.0,Psychic,33.0,2.7,2.0
4718,0175,Togepi,Fairy,,Hidden Power (Flying),15.0,Flying,15.0,1.5,Psyshock,65.0,Psychic,33.0,2.7,2.0
4719,0175,Togepi,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
4720,0175,Togepi,Fairy,,Hidden Power (Water),15.0,Water,15.0,1.5,Psyshock,65.0,Psychic,33.0,2.7,2.0
4721,0175,Togepi,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Psyshock,65.0,Psychic,33.0,2.7,2.0
4722,0175,Togepi,Fairy,,Hidden Power (Electric),15.0,Electric,15.0,1.5,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
4723,0175,Togepi,Fairy,,Hidden Power (Ground),15.0,Ground,15.0,1.5,Ancient Power,70.0,Rock,33.0,3.5,2.85
4724,0175,Togepi,Fairy,,Hidden Power (Grass),15.0,Grass,15.0,1.5,Psyshock,65.0,Psychic,33.0,2.7,2.0
4725,0175,Togepi,Fairy,,Hidden Power (Poison),15.0,Poison,15.0,1.5,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
4734,0175,Togepi,Fairy,,Zen Headbutt,12.0,Psychic,10.0,1.1,Ancient Power,70.0,Rock,33.0,3.5,2.85
4727,0175,Togepi,Fairy,,Hidden Power (Fire),15.0,Fire,15.0,1.5,Psyshock,65.0,Psychic,33.0,2.7,2.0
4728,0175,Togepi,Fairy,,Hidden Power (Dragon),15.0,Dragon,15.0,1.5,Psyshock,65.0,Psychic,33.0,2.7,2.0
4729,0175,Togepi,Fairy,,Hidden Power (Water),15.0,Water,15.0,1.5,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
4730,0175,Togepi,Fairy,,Hidden Power (Ice),15.0,Ice,15.0,1.5,Dazzling Gleam,100.0,Fairy,50.0,3.5,2.1
